year,ori,dest,crash_city,crash_country,lat,lon,death,airline
1960,"Atsugi, Japan","Subi Point, Philippines",Off Naha,Okinawa,26.2124013,127.6809317,29,Military - U.S. Marine Corps
1958,Wadi Halfa,Benina,Benghazi,Libya,26.3351,17.228331,36,Central African Airways
1949,Khartoum,Castel Benito,Castel Benito,Libya,26.3351,17.228331,1,Skyways of London
1968,Libya,England,Got el Afraq,Libya,26.3351,17.228331,11,Military - Royal Air Force
1955,Rome,Tripoli,Idris,Libya,26.3351,17.228331,15,British Overseas Airways
1963,Cairo,Alexandria,Near Ayayda,Egypt,26.820553,30.802498,34,United Arab Airlines
1968,Cairo,Beirut,Zifta,Egypt,26.820553,30.802498,4,United Arab Airlines
1962,"Cairo, Egypt","Beirut, Lebanon",Near Cairo,Egypt,26.820553,30.802498,3,United Arab Airlines
1951,Ankara,Cairo,Cairo,Egypt,26.820553,30.802498,5,Devlet Hava Yollari
1958,Athens,Cairo,Menzalah Lake,Egypt,26.820553,30.802498,8,Misrair
1966,Nicosia,Cairo,Cairo,Egypt,26.820553,30.802498,30,United Arab Airlines
1961,Rome,Cairo,Cairo,Egypt,26.820553,30.802498,20,KLM Royal Dutch Airlines
1968,Cairo,Damascus,Off Port Said,Egypt,26.820553,30.802498,40,United Arab Airlines
1965,Karachi,Dhahran,Cairo,Egypt,26.820553,30.802498,119,Pakistan International Airlines
1963,Cairo,Luxor,Cairo,Egypt,26.820553,30.802498,6,Misrair
1956,Saigon,Paris,Near Cairo,Egypt,26.820553,30.802498,52,Transport Aerien Intercontinentaux (France)
1950,Cairo,Rome,Near Wadi Natrun,Egypt,26.820553,30.802498,55,Trans World Airlines
1965,Cairo,Yamen,Cairo,Egypt,26.820553,30.802498,30,Military - Soviet Air Force
1968,Ft. Lauderdale,Bahama Island,Ft. Lauderdale,Florida,27.6648274,-81.5157535,4,Red Aircraft Service - Air Taxi
1963,Miami,Chicago,Near Miami,Florida,27.6648274,-81.5157535,43,Northwest Orient Airlines
1951,Miami,Havana,Key West,Florida,27.6648274,-81.5157535,43,Cubana de Aviacion / Military - US Navy
1964,Gainsville,Jacksonville,Gainsville,Florida,27.6648274,-81.5157535,10,South Central Airlines
1955,Miami,Jacksonville,Jacksonville,Florida,27.6648274,-81.5157535,17,Eastern Air Lines
1955,"Mobile, AL","Macon, GA",Off Pensacola,Florida,27.6648274,-81.5157535,2,Aaxico Airlines
1953,Whitting NAS,Norfolk NB,Near Milton,Florida,27.6648274,-81.5157535,44,Military - U.S. Navy
1958,Algier,Colomb,SW of Algiers,Algeria,28.033886,1.659626,15,Air France
1950,Algiers,Gao,Tunbukta,Algeria,28.033886,1.659626,26,Cie Air Transport
1961,"Fort Lamy, Chad","Marseilles, France",Stah,Algeria,28.033886,1.659626,78,Air France
1967,Algiers,Tamanrasset,Tamanrasset,Algeria,28.033886,1.659626,35,Air Algerie
1965,Tenerife,"Manchester, England",Tenerife,Canary Islands,28.2915637,-16.6291304,32,Spantax
1958,Simra,Kathmandu,Near Kathmandu,Nepal,28.394857,84.124008,20,Indian Airlines
1962,Katmandu,New Deli,Near Kathmandu,Nepal,28.394857,84.124008,10,Royal Nepal Airlines
1964,Mexico City,New Orleans,Lake Pontchartrain,New Orleans,29.9510658,-90.0715323,58,Eastern Air Lines
1962,Kabul,"Amritsar, India",Near Lahore,Pakistan,30.375321,69.345116,1,Indian Airlines
1949,Agartala,Calcutta,Comilla,Pakistan,30.375321,69.345116,7,Bharat Airways
1965,Peshawar,Chitral,Lowery Pass,Pakistan,30.375321,69.345116,22,Pakistan International Airlines
1956,Gilgit,Islamabad,Jalkot,Pakistan,30.375321,69.345116,3,Pakistan International Airlines
1952,Khewra,Peshawar,Near Khewra,West Pakistan,30.375321,69.345116,18,Military - Pakistan Air Force
1953,Karachi,Rangoon,Karachi,Pakistan,30.375321,69.345116,11,Canadian PacifiAir Lines
1965,Rawalpindi,Skardu,Near Patian,Pakistan,30.375321,69.345116,4,Pakistan International Airlines
1949,Bermuda,Kingston,AtlantiOcean,off Bermuda,30.4530328,-87.1784952,20,British South American Airways
1967,Los Angeles,Cincinnati,Cincinnati International Airport,Covington/Hebron,30.4754702,-90.1009108,70,Trans World Airlines
1965,New York City,Cincinnati,Cincinnati Airport,near Covington,30.4754702,-90.1009108,58,American Airlines
1955,Cincinnati,Cleveland,Greater Cincinnati Airport,Covington,30.4754702,-90.1009108,15,Trans World Airlines / Castleton Inc.
1959,Jerusalem,Dobouk,Dabouk,Jordan,30.585164,36.238414,10,Air Jordan
1951,Butterworth,Kota Bharu,Mt. Bukit,Besar,30.8829209,-1.8318334,10,Air Carriers
1967,New Orleans AP,New Orleans AP,New Orleans,Louisiana,30.9842977,-91.9623327,6,Delta Air Lines
1950,Casablanca,Algiers,Casablanca,Morocco,31.791702,-7.09262,4,Air Atlas
1950,Paris,Dakar,Casablanca,Morocco,31.791702,-7.09262,22,Aigle Azur
1958,Lisbon,Leopoldville,Near Casablanca,Morocco,31.791702,-7.09262,61,Sabena
1961,Paris,Rabat,Near Rabat,Morrocco,31.791702,-7.09262,77,Air France
1961,Zurich,Rabat,Casablanca,Morocco,31.791702,-7.09262,72,Ceskoslovenske Aerolinie
1965,Malaga,Tangiers,Off Tangiers,Morocco,31.791702,-7.09262,50,Iberia Airlines
1959,Houston,Dallas,Buffalo,Texas,31.9685988,-99.9018131,34,Braniff Airlines
1968,Houston,Dallas,Near Dawson,Texas,31.9685988,-99.9018131,85,Braniff Airlines
1959,"Abilene, TX","Forth Worth, TX",Abilene,Texas,31.9685988,-99.9018131,2,Aaxico Airlines
1949,New York City,Mexico City,Dallas,Texas,31.9685988,-99.9018131,28,American Airlines
1959,"Pueblo, CO","San Antoonio, TX",Kerrville,Texas,31.9685988,-99.9018131,3,General Airways
1953,Dallas,Shreveport,Near Marshall,Texas,31.9685988,-99.9018131,19,Delta Air Lines
1959,"Orlando, FL","Atlanta, GA",Alma,Georgia,32.1656221,-82.9000751,2,Riddle Airlines
1952,Madrid,Azores,Off Bermuda-Kindley Field,Bermuda,32.3078,-64.7505,37,Cubana de Aviacion
1953,Miami,Orlando,Off Mobile,Alabama,32.3182314,-86.902298,46,National Airlines
1955,Newark,Chicago,Springfield,Mississippi,32.3546679,-89.3985283,13,American Airlines
1963,Tehran,Beirut,Near Karai,Iran,32.427908,53.688046,4,Middle East Airlines
1952,Abadan,Tehran,Tehran,Iran,32.427908,53.688046,27,Iran Air
1967,Shiraz,TerhanI,Near Mamuniyeh,Iran,32.427908,53.688046,23,Military - Imperial Iranian Air Force
1957,"Tehran, Iran","Istanbul, Turkey",Jirkouk,Iraq,33.223191,43.679291,1,Air France
1957,Beirut,Kuwait City,Beirut,Lebanon,33.854721,35.862285,27,Lebanese International Airways
1959,Beirut,Tehran,Beirut,Lebanon,33.854721,35.862285,24,Ariana Afghan Airlines
1963,Kawait,Kabul,Gazni,Afghanistan,33.93911,67.709953,3,Trans Mediterranean Airways
1951,Oakland,Albuquerque,Near Tucumcari,Arazona,34.0489281,-111.0937311,1,Transocean Air Lines
1956,Los Angeles,Chicago / Los Angeles,Grand Canyon,Arizona,34.0489281,-111.0937311,128,United Air Lines / Trans World Airlines
1951,New York,Williams AFB,Near Phoenix,Arizona,34.0489281,-111.0937311,28,Military - U.S. Air Force
1967,Training,Montreal,Ottawa,Ontario,34.0633443,-117.6508876,3,Air Canada
1951,Santa Maria,Santa Barbara,Refugio Pass,near Santa Barbara,34.4208305,-119.6981901,22,Southwest Airways
1955,Albuquerque,Sante Fe,Albuquerque,New Mexico,34.5199402,-105.8700901,16,Trans World Airlines
1965,Beirut,Amman,Near Damascus,Syria,34.802075,38.996815,54,Alia Royal Jordanian Airlines
1966,Monterey,Ardmore,Near Ardmore,Oklahoma,35.0077519,-97.092877,83,American Flyers Airline
1957,Joplin,Owasso,Owasso,Oklahoma,35.0077519,-97.092877,1,American Airlines
1967,Bombay,Cairo,Near Nicosia,Cyprus,35.126413,33.429859,126,Globe Air
1966,Tokyo,Hong Kong,Near Gotemba City,Mt. Fuji,35.3605555,138.7277777,124,British Overseas Airways
1963,Kansas City,Dyersburg,Camden,Tennesee,35.5174913,-86.5804473,4,Private
1959,Nashville,Knoxville,Mt. Holston,Tennessee,35.5174913,-86.5804473,10,Southeast Airlines
1964,Batesville,Nashville,Near Nashville,Tennesee,35.5174913,-86.5804473,2,Private
1964,Philidelphia,Washington,Parrottsville,Tennesee,35.5174913,-86.5804473,39,United Air Lines
1953,Tachikawa AB,Kimpo AB,Tachikawa AFB,Tokyo,35.6894875,139.6917064,129,Military - U.S. Air Force
1960,"Cincinnati, OH","Hickory, NC",Hickory,North Carolina,35.7595731,-79.0192997,4,Piedmont Airlines / Private
1960,New York,Miami,Wilmington/Bolivia,North Carolina,35.7595731,-79.0192997,34,National Airlines
1967,Ashville,Roanoke,Near Hendersonville,North Carolina,35.7595731,-79.0192997,82,Piedmont Airlines / Private
1949,Chengdu,Hoikow,Near Hoikow,China,35.86166,104.195397,17,Civil Air Transport
1954,Singapore,Hong Kong,Off Hainan Island,China,35.86166,104.195397,10,Cathay PacifiAirways
1967,Hong Kong,Saigon,Hong Kong,China,35.86166,104.195397,1,Cathay PacifiAirways
1951,"Pakse, Laos","Saigon, Vietnam",Thudamot,China,35.86166,104.195397,3,Air Outre-Mer
1967,Yoido AB,Taegu,Seoul,South Korea,35.907757,127.766922,15,Military - Republiof South Korea Air Force
1957,Kimpo AB,"Tokyo, Japan",Kimpo Air Base,South Korea,35.907757,127.766922,22,Military - U.S. Air Force
1956,Malta,London,Near Zurrieg,Malta,35.937496,14.375416,50,Scottish Airlines
1954,Military exercise,,Off Gozo,Malta,35.937496,14.375416,10,Military - Royal Air Force
1955,Yaounde,Douala,Kupe Mountains,Cameroons,35.970029,-78.8159016,12,Union des Transportes Aeriens
1954,Misawa,Chitose,Off Hokkaido,Japan,36.204824,138.252924,35,Military - U.S. Air Force
1950,Philippines,Japan,Near Atsugi,Japan,36.204824,138.252924,35,Military - U.S. Air Force
1950,Ashiya AB,Kimpo AB,Near Kyushu Island,Japan,36.204824,138.252924,23,Military - U.S. Air Force
1966,Osaka,Matsuyama,Off Matsuyama,Japan,36.204824,138.252924,50,All Nippon Airways
1958,Tokyo,Nagoya,Sakiya Saugye,Japan,36.204824,138.252924,33,All Nippon Airways
1960,Tokyo,Nagoya,Near Tokyo,Japan,36.204824,138.252924,3,All Nippon Airways
1964,Kagoshima,Oita,Oita,Japan,36.204824,138.252924,20,Fuji Airlines
1952,Tokyo,Osaka,Mihara Volcano,Japan,36.204824,138.252924,37,Japan Air Lines
1966,Chitose,Tokyo,Tokyo Bay,Japan,36.204824,138.252924,133,All Nippon Airways
1966,Hong Kong,Tokyo,Near Tokyo,Japan,36.204824,138.252924,64,Canadian PacifiAir Lines
1965,Osaka,Tokyo,Mt. Nakanoone,Japan,36.204824,138.252924,2,Zen Nippon
1958,Los Angeles,New York City,Near Sloan,10 miles SW of Las Vegas,36.2305656,-115.2609711,49,United Air Lines / Military - U.S. Air Force
1956,El Toro MAS,Alameda NAS,Near Niles,California,36.778261,-119.4179324,40,Military - U.S. Marine Corps
1949,Albuquerque,Burbank,Chatsworth,California,36.778261,-119.4179324,35,Standard Airlines
1962,Chicago,Burbank,Burbank,California,36.778261,-119.4179324,5,Flying Tiger Line
1965,Palm Springs,Burbank,Near Palm Springs,California,36.778261,-119.4179324,8,Paul Kelly Flying Service Inc.
1951,Boston,Hartford,Decoto,California,36.778261,-119.4179324,50,United Air Lines
1965,San Francisco,Hawaii,San Francisco,California,36.778261,-119.4179324,0,Pan American World Airways
1965,El Toro,Honolulu,Near Santa Ana,California,36.778261,-119.4179324,85,Military - U.S. Air Force
1953,Sydney,Honolulu,Near Half Moon Bay,California,36.778261,-119.4179324,19,British Commonwealth PacifiAirlines
1968,Anaheim,LAX,Paramount,California,36.778261,-119.4179324,23,Los Angeles Airways
1958,Long Beach,McGuire AFB,Norwalk,California,36.778261,-119.4179324,47,Military - U.S. Air Force / Military - U.S. Navy
1964,San Francisco,New York,Near San Francisco,California,36.778261,-119.4179324,3,Flying Tiger Line
1949,Burbank,Oakland,Vallejo,California,36.778261,-119.4179324,9,Arrow Airlines
1955,Burbank,Oakland,Burbank,California,36.778261,-119.4179324,3,Currey Air Transport
1953,Roswell,Oakland,Alvarado,California,36.778261,-119.4179324,35,Transocean Air Lines
1959,Los Angeles,Oxnard,Santa Maria,California,36.778261,-119.4179324,1,PacifiAir Lines
1952,"Kansas City, MO",Phoenix,Near Whittier,California,36.778261,-119.4179324,29,North Continental Airlines (Robin Airlines)
1953,Los Angeles,San Francisco,San Francisco Bay,California,36.778261,-119.4179324,8,Western Airlines
1968,Tokyo,San Francisco,San Francisco,California,36.778261,-119.4179324,0,Japan Air Lines
1964,Stockton,San Fransisco,San Ramon,California,36.778261,-119.4179324,44,PacifiAir Lines
1968,Los Angeles,Santa Ana,Santa Ana,California,36.778261,-119.4179324,9,Cable Commuter
1957,Santa Monica,Santa Monica,Near Sunland,California,36.778261,-119.4179324,5,Douglas Aircraft
1959,"Burbank, CA","Seattle, WA",Panther Peak,California,36.778261,-119.4179324,2,California Air Freight
1964,Palma de Mallorca,Port Etienne,Near Trevelez,Granada,37.1773363,-3.5985571,80,Union des Transportes Aeriens
1959,Washington DC,"Charlottsville, VA",Waynesborough,Virginia,37.4315734,-78.6568942,26,Piedmont Airlines
1961,Baltimore,Columbia SC,Near Richmond,Virginia,37.4315734,-78.6568942,77,Imperial Airways
1960,Washington D.C.,Norfolk,Charles City,Virginia,37.4315734,-78.6568942,50,Capital Airlines
1964,New York City,Richmond,Richmond,Virginia,37.4315734,-78.6568942,0,Eastern Air Lines
1949,Boston,Washington D.C.,Arlington,Virginia,37.4315734,-78.6568942,55,Eastern Air Lines / Military - Bolivian Air Force
1964,"Martinsville, Virginia","Wilmington, Delaware",Martinsville,Virginia,37.4315734,-78.6568942,5,Commercial Air Taxi
1961,Azores,"Argentia,Newfoundland",Off Argentia,Azores,37.7412488,-25.6755944,23,Military - U.S. Air Force
1954,"Lajes, Azores",Bermuda,Terceira Island,Azores,37.7412488,-25.6755944,30,AVIANCA
1950,Bermuda,England,Lagens Air Force Base,Azores,37.7412488,-25.6755944,16,Military - U.S. Air Force
1949,Paris,Santa Maria,San Miguel Island,Azores,37.7412488,-25.6755944,48,Air France
1953,Philadelphia,Louisville,Louisville,Kentucky,37.8393332,-84.2700179,25,Resort Airlines
1960,Chicago,Miami,Near Cannelton,10 mile SE of Tell City,37.9552982,-86.7671449,63,Northwest Orient Airlines
1962,Chicago,"Kansas City, MO",Near Unionville,Missouri,37.9642529,-91.8318334,45,Continental Airlines
1965,Los Angeles,"Kansas City, MO",Kansas City,Missouri,37.9642529,-91.8318334,0,Continental Airlines
1963,"Midland, TX","Kansas City, MO",Kansas City,Missouri,37.9642529,-91.8318334,8,Continental Airlines
1968,"Peoria, IL","St. Louis, MO",St. Louis,Missouri,37.9642529,-91.8318334,2,Ozark Air Lines / Private
1955,"Springfield, IL","St. Louis, MO",Fort Leonard Wood,Missouri,37.9642529,-91.8318334,30,American Airlines
1959,Pittsburg,Charleston,Charleston,West Virginia,38.5976262,-80.4549026,2,Capital Airlines
1951,Godman AFB,"Charleston, WV",Near Charleston,West Virginia,38.5976262,-80.4549026,21,Military - U.S. Air Force
1968,Cincinnati,"Charlston, WV",Charleston,West Virginia,38.5976262,-80.4549026,35,Piedmont Airlines
1964,"San Jose, CA",Lake Tahoe,Near Zephyr Cove,Nevada,38.8026097,-116.419389,85,Paradise Airlines
1964,Phoenix,Las Vegas,Las Vegas,Nevada,38.8026097,-116.419389,29,Bonanza Airlines
1968,Buckley ANGB,Seattle NAS,Near Copper Canyon,Nevada,38.8026097,-116.419389,19,Military - U.S. Marine Corps
1949,Seattle,Chicago,Seattle,Washington,38.9071923,-77.0368707,2,Air Transport Associates
1953,Spokane,Ellenburgh,Selleck,Washington,38.9071923,-77.0368707,7,Miami Airlines
1962,Ellsworth AFB,Fairchild AFB,Near Milan,Washington,38.9071923,-77.0368707,44,Military - U.S. Air Force
1949,Seattle,New Haven,Seattle,Washington,38.9071923,-77.0368707,14,Seattle Air Charter
1955,Seattle,Newark,Seattle,Washingon,38.9071923,-77.0368707,28,Peninsular
1965,"Seattle, WA","Ogden, UT",Near Seattle,Washington,38.9071923,-77.0368707,5,Aaxico Airlines
1956,Seattle,Portland,Seattle,Washington,38.9071923,-77.0368707,5,Northwest Orient Airlines
1957,Fairbanks,Seattle,Blyn,Washington,38.9071923,-77.0368707,5,Alaska Airlines
1951,Minneapolis,Seattle,Near Reardon,Washington,38.9071923,-77.0368707,10,Northwest Orient Airlines
1953,San Francisco,Seattle,Issaquah,Washington,38.9071923,-77.0368707,7,Flying Tiger Line
1953,"Monterey, CA","Tacoma, WA",Vail,Washington,38.9071923,-77.0368707,21,Regina Cargo Airlines
1949,New Port News,Washington D.C.,Washington,D.C.,38.9071923,-77.0368707,6,Capital Airlines
1962,Ankara,Adana,Mt. Medetsiz,Turkey,38.963745,35.243322,11,Turkish Airlines (THY)
1961,Adana,Ankara,Ankara,Turkey,38.963745,35.243322,28,Turkish Airlines (THY)
1960,Istanbul,Ankara,Ankara,Turkey,38.963745,35.243322,42,Scandinavian Airlines (SAS)
1964,Istanbul,Ankara,Near Ankara,Turkey,38.963745,35.243322,3,Turkish Airlines (THY)
1963,Nicosia,Ankara,Ankara,Turkey,38.963745,35.243322,17,Middle East Airlines / Military - Turkish Air ForceC-47
1959,"Ankara, Turkey",Bahrain,Van,Turkey,38.963745,35.243322,12,Air Charter
1953,Rome,Beirut,Off Fethiye Point,Turkey,38.963745,35.243322,4,Air France
1954,Bandirma,Canakkale,Lapseki,Turkey,38.963745,35.243322,4,Devlet Hava Yollari
1954,Adana,Istanbul,Adana,Turkey,38.963745,35.243322,25,Devlet Hava Yollari
1961,Ankara,Nicosia,Ankara,Turkey,38.963745,35.243322,27,British European Airways
1953,Ankara,Van,Ankara,Turkey,38.963745,35.243322,5,Devlet Hava Yollari
1959,New York City,Atlanta,Chase,Maryland,39.0457549,-76.6412712,31,Capital Airlines
1958,Pittsburgh,Baltimore,Brunswick,Maryland,39.0457549,-76.6412712,11,Capital Airlines / Military - Air National Guard
1963,Washington,Baltimore,Elkton,Maryland,39.0457549,-76.6412712,81,Pan American World Airways
1949,"Raleigh, NC","Boston, MA",Brandywine,Maryland,39.0457549,-76.6412712,2,Coastal Cargo
1954,Patuxent River NAS,"Kenitra, Morocco",Off Ocean City,Maryland,39.0457549,-76.6412712,42,Military - U.S. Navy
1954,Oklahoma,"Long Island, NY",Near Lothian,Maryland,39.0457549,-76.6412712,18,Military - U.S. Air Force
1962,Newark,Washington D.C.,Ellicott,Maryland,39.0457549,-76.6412712,18,United Air Lines
1949,Kavallo,Athens,Malahasa Attica,Greece,39.074208,21.824312,22,Tech - Aeronautical Explotiation
1960,"Heraklion, Greece","Cairo, Egypt",Off Heraklion,Greece,39.074208,21.824312,3,Don Everall Aviation
1966,Beirut,Frankfurt,Athens,Greece,39.074208,21.824312,5,Trans Mediterranean Airways
1967,Athens,Nicosia,Off Rhodes,Greece,39.074208,21.824312,66,British European Airways
1959,Athens,Thessaloniki,Athens,Greece,39.074208,21.824312,18,OlympiAirways
1965,Salt Lake,Albuquerque,Salt Lake City,Utah,39.3209801,-111.0937311,13,Edde Airlines
1960,"Rapid City, South Dakota","Ogden, UT",Plain City,Utah,39.3209801,-111.0937311,2,Capitol Airways
1965,Denver,Salt Lake City,Salt Lake City,Utah,39.3209801,-111.0937311,43,United Air Lines
1961,Rome,Lisbon,Near Lisbon,Portugal,39.399872,-8.224454,61,KLM Royal Dutch Airlines
1961,Omaha,Denver,Denver,Colorado,39.5500507,-105.7820674,17,United Air Lines
1963,Lowery AFB,Ogden Hill AFB,Near Nederland,Colorado,39.5500507,-105.7820674,3,Zantop Air Transport
1955,Denver,Portland,Longmont,Colorado,39.5500507,-105.7820674,44,United Air Lines
1967,"Denver, CO","Scottsbluff, NE",Denver,Colorado,39.5500507,-105.7820674,2,Frontier Airlines
1956,New York City,Caracas,Asbury Park,New Jersey,40.0583238,-74.4056612,74,Linea Aeropostal Venezolana
1956,McGuire AFB,Harmon AFB,Near Brows Mills,New Jersey,40.0583238,-74.4056612,46,Military - U.S. Air Force
1952,Buffalo,Newark,Elizabeth,New Jersey,40.0583238,-74.4056612,23,American Airlines
1951,Fort Smith,Newark,Elizabeth,New Jersey,40.0583238,-74.4056612,56,Miami Airlines
1949,New York City,Wilmington,Chesterfield,New Jersey,40.0583238,-74.4056612,16,Eastern Air Lines / Military - USN
1953,Cagliari,Rome,Sinnai,Sardinia,40.1208752,9.0128926,19,Linee Aeree Italiane
1951,Cleveland,Fort Wayne,Fort Wayne,Indiana,40.2671941,-86.1349019,11,United Air Lines
1966,"Detroit, MI","Kansas City, MO",Near Columbia City,Indiana,40.2671941,-86.1349019,3,Zantop Air Transport
1957,Santiago de Compostella,Madrid,Barajas,Madrid,40.4167754,-3.7037902,37,Aviaco
1949,Philadelphia,Cleveland,Akron,Ohio,40.4172871,-82.907123,3,Harrington's Inc
1967,Pittsburgh,Dayton,Urbana,Ohio,40.4172871,-82.907123,26,Trans World Airlines / Private
1960,Toledo,"Kansas City, MO",Toledo,Ohio,40.4172871,-82.907123,22,ArctiPacific
1967,Cincinnati,Los Angeles,Cincinnati,Ohio,40.4172871,-82.907123,1,Trans World Airlines
1967,Colombus,Toledo,Near Marseille,Ohio,40.4172871,-82.907123,38,Lake Central Airlines
1958,Zaragoza,Barcelona,Off Castell de Fels,Spain,40.463667,-3.74922,16,Aviaco
1964,Palma de Mallorca,Ibiza,Off Palma de Mallorca,Spain,40.463667,-3.74922,1,TASSA
1959,Barcelona,London,Near Barcelona,Spain,40.463667,-3.74922,32,Transair
1959,Barcelona,Madrid,Valdemeca,Spain,40.463667,-3.74922,28,Iberia Airlines
1953,Bilbao,Madrid,Mt. Somosierra,Spain,40.463667,-3.74922,23,Aviaco
1957,Tanger,Madrid,Madrid,Spain,40.463667,-3.74922,21,Iberia Airlines
1958,Vigo,Madrid,Guadarrama Mountains,Spain,40.463667,-3.74922,21,Aviaco
1959,Palma de Mallorca,Mahon,Mahon,Spain,40.463667,-3.74922,1,Aviaco
1951,Perpignan,Oran,Off Ialas Baeares,Spain,40.463667,-3.74922,39,Societe Alpes Provence
1957,Barcelona,Palma de Mallorca,Near Palma de Mallorca,Spain,40.463667,-3.74922,4,Aviaco
1962,Barcelona,Valencia,Near Camona,Spain,40.463667,-3.74922,18,Iberia Airlines
1959,Palma de Mallorca,Wien,Mallorca,Spain,40.463667,-3.74922,5,Austria-Flugdienst
1960,Cairo,Bunia,Bunia,Belgian Congo,40.5835034,-80.5895705,35,Sobelair SA (Belgium)
1951,Salt Lake City,Denver,Rocky Mountain Nat. Park,near Ft. Collins,40.5852602,-105.084423,50,United Air Lines
1955,"Kansas City, MO",Chicago,Chicago,Illinois,40.6331249,-89.3985283,22,Braniff Airlines
1968,Minneapolis,Chicago,Chicago,Illinois,40.6331249,-89.3985283,27,North Central Airlines
1961,Chicago,Las Vegas,Near Hinsdale,Illinois,40.6331249,-89.3985283,78,Trans World Airlines
1959,Chicago,Los Angeles,Chicago,Illinois,40.6331249,-89.3985283,3,Trans World Airlines
1961,Chicago,Tampa,Chicago,Illinois,40.6331249,-89.3985283,37,Northwest Orient Airlines
1951,Pittsburgh,Buffalo,Near Little Valley,New York,40.7127837,-74.0059413,26,Continental Charters
1953,Boston,Hartford,Albany,New York,40.7127837,-74.0059413,28,American Airlines
1962,New York City,Los Angeles,Jamaica Bay,New York,40.7127837,-74.0059413,95,American Airlines
1957,New York City,Miami,New York,New York,40.7127837,-74.0059413,21,Northeast Airlines
1962,Charlotte,New York City,New York,New York,40.7127837,-74.0059413,25,Eastern Air Lines
1959,Chicago,New York City,La Guardia Airport,New York,40.7127837,-74.0059413,65,American Airlines
1954,Rome,New York City,New York,New York,40.7127837,-74.0059413,26,Linee Aeree Italiane
1960,Chicago,New York City / Columbus,Staten Island / Brooklyn,New York,40.7127837,-74.0059413,128,United Air Lines / Trans World Airlines
1965,Boston,Newark,Carmel,New York,40.7127837,-74.0059413,4,Trans World Airlines / Eastern Air Lines
1963,Idlewild,Newark,Jamaica,New York,40.7127837,-74.0059413,6,New York Airways
1963,Rochester,Newark,Rochester,New York,40.7127837,-74.0059413,7,Mohawk Airlines
1950,"Utica, NY","Newark, NJ",Utica,New York,40.7127837,-74.0059413,16,Robinson Airlines
1965,New York City,Richmond VA,Off Jones Beach,New York,40.7127837,-74.0059413,84,Eastern Air Lines
1953,New York City,San Juan,New York City,New York,40.7127837,-74.0059413,2,Eastern Air Lines
1968,Detroit,Erie,Bradford,Pennsylvania,41.2033216,-77.1945247,20,Allegheny Airlines
1956,Pittsburgh,Newark,Pittsburgh,Pennsylvania,41.2033216,-77.1945247,22,Trans World Airlines
1951,Newark,Philadelphia,Philadelphia,Pennsylvania,41.2033216,-77.1945247,7,National Airlines
1954,Newark,Tacoma,Pittsburgh,Pennsylvania,41.2033216,-77.1945247,10,Johnson Flying Service
1967,Elmira,Washington DC,Blossburg,Pennsylvania,41.2033216,-77.1945247,34,Mohawk Airlines
1959,Harrisburg,Willamsport,Willamsport,Pennsylvania,41.2033216,-77.1945247,25,Allegheny Airlines
1959,Kabul,Tashkent,Near Tashkent,Uzbekistan,41.377491,64.585262,29,Aeroflot
1961,New York,Mexico City,New York,New York (Idlewild),41.436705,-74.032629,4,Aeronaves de Mexico
1966,"Kansas City, MO",Omaha,Near Falls City,Nebraska,41.4925374,-99.9018131,42,Braniff Airlines
1967,Palma de Mallorca,Manchester,Stockport,Cheshire,41.5083668,-72.9106202,72,British Midland Airways
1962,Washington D.C.,"Providence, RI",Windsor Locks,Connecticut,41.6032207,-73.087749,1,Allegheny Airlines
1953,"New York, NY","Winsor Locks, CT",Windsor Locks,Connecticut,41.6032207,-73.087749,2,Slick Airways
1949,Batavia,Amsterdam,Off Bari,Italy,41.87194,12.56738,33,KLM Royal Dutch Airlines
1964,Rome,Athens,Rome,Italy,41.87194,12.56738,50,Trans World Airlines
1958,Rome,Belgrade,Near Roccatamburo di Poggiodomo,Italy,41.87194,12.56738,8,Yemen Airlines
1967,Venezia,Belluno,Mt Visenti,Italy,41.87194,12.56738,4,Aeralpi
1954,Rome,Cairo,Off Stromboli,Italy,41.87194,12.56738,21,British Overseas Airways
1960,Rome,Genoa,Elba,Italy,41.87194,12.56738,11,Itavia
1954,Rome,London,Off Elba,Italy,41.87194,12.56738,35,British Overseas Airways
1952,Blackbushe,Malta,Off Trapani,Italy,41.87194,12.56738,7,Airwork
1952,Nice,Malta,Near Burgio,Italy,41.87194,12.56738,31,Hunting Air Travel
1966,Brussels,Milan,Near Milan,Italy,41.87194,12.56738,4,Belgian International Air Services
1956,Rome,Milan,Mt. Giner,Italy,41.87194,12.56738,21,Linee Aeree Italiane
1968,Rome,Milan,Near Milan,Italy,41.87194,12.56738,13,Aitalia
1958,London,Napoli,Anzio,Italy,41.87194,12.56738,31,British European Airways
1964,Rome,Napoli,Mt. Vesuvius,Italy,41.87194,12.56738,45,Alitalia
1963,Geneva,Nice,Monte Matto,Italy,41.87194,12.56738,18,Saudi Arabian Royal Flight
1960,Frankfort,Rimini,Near Rimini,Italy,41.87194,12.56738,1,Deutsche Flugdienst
1955,Brussels,Rome,Rome,Italy,41.87194,12.56738,29,Sabena
1960,Geneva,Rome,Off Elba,Italy,41.87194,12.56738,21,United Arab Airlines
1962,Khartoum,Rome,Rome,Italy,41.87194,12.56738,5,Societa Aerea Mediterranea
1951,Paris,Rome,Near Civitavecchia,Italy,41.87194,12.56738,14,Alitalia
