year,ori,dest,crash_city,crash_country,lat,lon,death,airline
2008,Moscow,Perm,Perm,Russia,58.0296813,56.2667916,88,Aeroflot
2000,Puerto Vallarta,San Francisco,Off Point Mugu,California,36.778261,-119.4179324,88,Alaska Airlines
1992,Lyon,Strasbourg,Mt. Saint-Odile,near Strasbourg,48.6416909,7.7532122,87,Air Inter
2000,Moscow,Batumi,Near Batumi,Republiof Georgia,41.6167547,41.6367455,86,Military - Russian Air Force
1997,Dushanbe,Sharjah,Sharjah,United Arab Emirates,25.3223269,55.5136433,85,Tajikistan Airlines
1992,Donetsk,Ivanovo,Near Ivanovo,Russia,57.0050671,40.9766453,84,Aeroflot
2000,Taipei,Los Angeles,Taipei,Taiwan,25.0329694,121.5654177,83,Singapore Airlines
1993,Skopje,ZÃ¼rich,Skopje,Macedonia,41.9973462,21.4279956,83,Palair Macedonian
1993,Khorag,Dushanbe,Khorag,Tajikistan,37.4882943,71.5901986,82,Tajikistan Airlines
1995,Ratmalana,Palali base,Off Colombo,Sri Lanka,6.8925749,79.8749211,81,Military - Sri Lanka Air Force
1994,Nouakchott,Tidjikja,Near Tidjika,Mauritania,18.5565495,-11.4310758,80,Air Mauritanie
2001,Tel Aviv,"Novosibirsk, Russia",110 miles SW of Sochi,Russia,43.6028079,39.7341543,78,Sibir Airlines
1993,Kabul,Mazar,Near Kholm,Afghanistan,36.7027082,67.7079491,76,Military - Afghan Republican Air Force
1998,Iquitos,Andoas,Andoas,Peru,-2.9051835,-76.4027937,75,Fuerza AÃ©rea del Peru
2003,Istanbul,Ankara,Diyarbakir,Turkey,37.9249733,40.2109826,75,Turkish Airlines (THY)
1994,Moscow,Hong Kong,Near Mezhdurechensk,Russia,53.6836301,88.0813924,75,Aeroflot Russian International Airways
2003,"Kabul, Afghanistan","Trabzon, Turkey",Near Macka,Turkey,40.814221,39.610662,75,Ukranian-Mediterranean Airlines
1989,Jeddah,Tripoli,Tripoli,Libya,32.8872094,13.1913383,75,Korean Airlines
1997,Posadas,Buenos Aires,Nuevo Berlin,Uruguay,-32.9809545,-58.0470008,74,Austral Lineas Aeras (Argentina)
2002,Abuja,Jos,Kano,Nigeria,12.0021794,8.5919561,74,EAS Airlines (Executive Airline Services)
1990,Medellin,New York City,Cove Neck,New York,40.8823207,-73.5059562,73,AVIANCA
1995,Cotonou,Douala,Near Douala,Cameroon,4.0510564,9.7678687,72,Cameroon Airlines
2002,Moscow,Munich,Uberlingen,Germany,47.7661746,9.1702772,71,Bashkirian Airlines / DHL Worldwide Express
1998,Quito,Guayaquil,Quito,Ecuador,-0.1806532,-78.4678382,70,Cubana de Aviacion
1996,Lima,Santiago,Off Pasamayo,Peru,-11.6931869,-77.1858995,70,Aeroperu
1992,Jakarta,Surabaya,Mt. Lalaboy,Indonesia,-0.789275,113.921327,70,Mandala Airlines
1997,Odessa,Thessaloniki,Fotina,Greece,40.2204814,22.3137232,70,Aerosweet Airlines (LVOV)
1991,Calcutta,Imphal,Imphal,India,24.8170111,93.9368439,69,Indian Airlines
1994,Indianapolis,Chicago,Roselawn,Indiana,41.1587014,-87.2916713,68,American Eagle
1993,Seoul,Mokpo,Haenam,South Korea,34.5732516,126.5989274,68,Asiana Airlines
2008,Bishkek,"Tehran, Iran",Bishkek,Kyrgyzstan,42.8746212,74.5697617,68,Itek Air
1994,Isfahan,Terhan,Krakas Mountains,near Natanz,33.4558333,51.8,66,Iran Asseman Airlines
2001,Boston,Los Angeles,New York City,New York,40.7127837,-74.0059413,65,United Air Lines
1997,Ho Chi Minh City,Phnom Penh,Phnom Penh,Cambodia,11.5448729,104.8921668,65,Vietnam Airlines
1995,Guatemala City,San Salvador,Mt. Chichontepec,San Vincente,13.6353211,-88.7874172,65,Aviateca
1999,Buenos Aires,Cordoba,Buenos Aires,Argentina,-34.6036844,-58.3815591,64,"LAPA, Lineas Aereas Privadas Argentinas"
2001,Washington D.C.,Los Angeles,Arlington,Virginia.,38.8799697,-77.1067698,64,American Airlines
1995,Colombo,Palay AFB,Off Jaffna Peninsula,Sri Lanka,9.71442,80.1428584,63,Military - Sri Lanka Air Force
1989,San Ramon,Captain Alvarino,Near Tarma,Peru,-11.4193347,-75.6889493,62,Fuerza AÃ©rea del Peru
1999,Chengdu,Wenzhou,Rui'an,China,27.778657,120.655148,61,China Southwest Airlines
2005,"Malabala, Bioko Island",Bata,Baney,Equatorial Guinea,3.638801,8.8583309,60,Ecuatair
1995,Bucharest,Brussel,Near Balotesti,Romania,44.6224456,26.1102518,60,Transporturile Aeriene Romane (TAROM)
2007,Istanbul,Isparta,Near Isparta,Turkey,37.7626487,30.553705,57,Atlasjet Airlines
2000,Luanda,Namibe,Near Luanda,Angola,-8.8399876,13.2894368,57,Asa Pesada
1994,Ankara,Van,Near Van,Turkey,38.5012085,43.3729793,57,Turkish Airlines (THY)
1993,Aurangabad,Bombay,Aurangabad,India,19.8761653,75.3433139,56,Indian Airlines
1992,Amsterdam,Faro,Faro,Algarve,37.0193548,-7.9304397,56,Martinair Holland NV
1993,Yinchuan,Beijing,Yinchuan,China,38.487194,106.230909,55,China Northwest Airlines
1998,Jaffna,Colombo,Off Mannar,Sri Lanka,8.9893222,79.8800832,55,Lionair
1989,Oslo,Hamburg,Skagerrak,Denmark,57.441592,10.5337472,55,Partnair
2000,Calcutta,Patna,Patna,India,25.5940947,85.1375645,55,Indian Airlines/Alliance Airlines
1995,Nakhichevan,Baku,Near Nakhichevan,Azerbaijan,39.2057079,45.4490982,54,Azerbaijani Airlines
1989,Gilgit,Islamabad,Near Gilgit,Pakistan,35.920154,74.3080126,54,Pakistan International Airlines
1989,Hualian,Taibei,Hualein,China,23.9871589,121.6015714,54,China Airlines (Taiwan)
1995,Comodoro Rivadavia,Cordoba,Near Luyaba,Argentina,-32.1493893,-65.0577595,53,Military - Argentine Air Force
1996,Wadi Halfa,Khartoum,Near Haj Yousif,Sudan,15.6419172,32.6390489,53,Federal Airlines
1998,Bogota,Quito,Near Bogota,Colombia,4.7109886,-74.072092,53,Air France
2004,Baotou,Shanghai,Baotou,Inner Mongolia,40.657378,109.840349,53,China Eastern Airlines
1995,Anuradhapura,Palaly AFB,Near Palaly AFB,Sri Lanka,5.993178,80.3213678,52,Military - Sri Lanka Air Force
1995,Bogota,Cartagena,Cartagena,Colombia,10.3910485,-75.4794257,51,Intercontinental de Aviacion
1998,Kandahar,Heart,Tor Kach,Pakistan,31.2,67,51,Ariana Afghan Airlines
1991,Ellsta,Makhackala,Makhackala,Russia,42.9666308,47.5126285,51,Aeroflot
1999,Kassala,Khartoum,Near Khartoum,Sudan,15.5006544,32.5598994,50,Military - Sudan Air Force
1997,Stavropol,Trabzon,Cherkessk,Russia,44.2273974,42.0591708,50,Stavropol Airlines
2006,"Lexington, KY","Atlanta, GA",Lexington,Kentucky,38.0405837,-84.5037164,49,Comair
2009,"Newark, N.J.","Buffalo, NY",Clarence Center,New York,43.0106139,-78.6375283,49,Continental Connection/Colgan Air
1995,Verona,Timisoara,Verona - Villafranca,Italy,45.4184277,10.9524966,49,Romanian Banat Air
1995,Ondjiva,Catumbela,Near Cuvela,Angola,-15.6658386,15.802612,48,Military - Angolan Air Force
1989,London,Belfast,Leicestershire,England,52.772571,-1.2052126,47,British Midland Airways
1994,Dzhida,Boda,Near Boda,Russia,57.2605471,17.0351033,47,Military - Russian Air Force
1992,"Panama City, Panama","Cali, Colombia",Tucuti,Panama,7.983333,-77.933333,47,COPA (Panama)
1992,Agdam,Shusha,Near Stepanakert,Azerbaijan,39.8265279,46.7655746,47,Military - Azerbaijan Air Force
1990,Yerevan,Zvartnots,Stepanakert,Azerbaijan,39.8265279,46.7655746,47,Aeroflot
2008,Merida,Caracas,Merida,Venezuela,8.5698244,-71.1804988,46,Santa Barbara Airlines
2003,Chiclayo,Chachapoyas,Near Chachapoyas,Peru,-6.2301547,-77.8708478,46,TANS Airlines
2004,Moscow,Sochi,Near Rostov-on-Don,Russia,47.2357137,39.701505,46,Sibir Airlines
1990,Milano,ZÃ¼rich,Stadelberg,Switzerland,47.4002802,8.955946,46,Alitalia
1998,Dubai,Kandahar,Near Charasyab,Afghanistan,33.93911,67.709953,45,Ariana Afghan Airlines
2006,Multan,Lahore,Multan,Pakistan,30.1983807,71.4687028,45,Pakistan International Airlines
1991,Maracaibo,Santa Barbara de Zulia,La Puerta,Venezuela,9.1275891,-70.7094127,45,Linea Aeropostal Venezolana
1994,Agadir,Casablanca,Near Agadir,Morocco,30.4277547,-9.5981072,44,Royal Air Maroc
1997,Santiago de Cuba,Havana,Off Santiago de Cuba,Cuba,20.01693,-75.8301537,44,Cubana de Aviacion
2000,Saurimo,Luanda,Near Monaquimbundo,Angola,-9.898251,19.993361,44,Aca-Ancargo
2001,Newark,San Francisco,Shanksville,Pennsylvania,40.0178571,-78.9072458,44,United Air Lines
1998,Rangoon,Tachilek,Manibagi,Myanmar,21.916221,95.955974,44,Myanmar Airways
2002,"Kharkiv, Ukraine","Trabzon, Turkey",Near Isfanan,Iran,32.6546275,51.6679826,44,Aeromist-Kharkiv
2000,Enshi,Wuhan,Shitai,China,30.210313,117.486306,44,Wuhan Airlines
2004,Kish Island,Sharjah,Sharjah,United Arab Emirates,25.3223269,55.5136433,43,Kish Airlines
1989,Luena,Cazombo,Near Chana,Angola,-16.9666667,14.55,42,Military - Angolan Air Force
2006,Pristina,Kosice,Near Telkibanya,Hungary,48.4854061,21.3574906,42,Military - Slovak Air Force
1995,Ulan Bator,Moron,Near Moron,Mongolia,49.6428895,100.1771896,42,MIAT - Mongolian Airlines
1991,Nizhnevartovsk,Bugulma,Near Bugulma,Russia,54.5220314,52.8260805,41,Tartarstan Airlines
1998,Kindu,Kinshasa,Near Kindu,Congo,-4.337119,15.2641808,41,Congo Airline
1993,Ambo,Sorong,Sorong,Irian Jaya,-0.8819986,131.2954834,41,Merpati Nusantara Airlines
2004,Moscow,Volograd,Near Toula,Russia,54.204836,37.6184915,41,Volga-Avia Express
1993,Batumi,Baku,Near Tbilisi,Georgia,41.7151377,44.827096,40,Tajikistan Airlines
1993,Ulan Bator,Bayan Olgiy,Zavnah,Mongolia,46.862496,103.846656,40,MIAT - Mongolian Airlines
2005,Lima,Pucallpa,Near Pucallpa,Peru,-8.3928622,-74.5826166,40,TANS Peru
1998,Nema,Nouakchott,Near Nema,Mauritania,16.6143698,-7.2598913,39,Military - Mauritanian Air Force
1992,Manshahr,Tehran,Saveh,Iran,35.0236107,50.3585065,39,Saha Airline Services
1990,Bangkok,Koh Samui,Koh Samui,Thailand,9.5120168,100.0135929,38,Bangkok Airways
1998,Malaga,Melilla,Near Nador,Morroco,35.1686165,-2.9275836,38,Paukn Air
2006,Tehran,Shiraz,Tehran,Iran,35.6891975,51.3889736,38,Military - Iranian Revolutionary Guard Corps Air Force
1997,Luanda,Cafunfo,Near Quiangala,Angola,-8.591401,14.92815,37,Force Area Populaire de Angola
1994,"Columbia, SC","Charlotte, NC",Charlotte,North Carolina,35.2270869,-80.8431267,37,USAir
2004,Termez,Tashkent,Tashkent,Uzbekistan,41.2994958,69.2400734,37,Uzbekistan Airways
1993,Krasnadar,Gyumri,Gyumri,Armenia,40.7929026,43.8464971,36,Kuban Airlines
1996,Tizla,Dubrovnik,Near Dubrovnik,Croatia,42.6506606,18.0944238,35,Military - U.S. Air Force
1999,Ponta Delgada,Horta,Sao Jorge,Azores (Portugal),38.6409678,-28.0303189,35,SATA
1997,Chongqing,Shenzen,Huangtian,China,28.139656,120.289304,35,China Southern Airlines
2001,Diyarbakir,Ankara,Malatya,Turkey,38.3553627,38.3335247,34,Military - Turkish Air Force
1995,Maintirano,Antananivo,Near Antananivo,Madagascar,-14.233333,48.5,34,Military - Madagascar Air Force
2007,"Adana, Turkey","Balad Air Base, Iraq",Near Balad Air Base,Iraq,33.2397823,44.2305279,34,Moldovan Aeriantur-M Air Cargo
1996,"Villafranca, Italy",Eindhoven AB,Near Eindhoven,The Netherlands,51.441642,5.4697225,34,Military - Belgian Air Force
1991,Columbus,Los Angeles \ Los Angeles,LAX,Los Angeles,33.9415889,-118.40853,34,USAir / Skywest Airlilnes
1991,Trashkent,Navoi,Navoi,Uzbekistan,40.103922,65.3688335,34,Uzbek Civil Aviation Administration
1992,Santo Domingo,Porto Plata,Near Porto Plata,Dominican Republic,19.7807686,-70.6871091,34,Aerocaribbean - Charter
1989,Thessaloniki,Samos,Samos,Greece,37.7547857,26.9777701,34,OlympiAviation
1989,Perm,Sovietsky,Near Tyumem,Russia,57.1612975,65.5250172,34,Aeroflot
1995,Kota Kinabalu,Tawau,Tawau,Malaysia,4.244651,117.8911861,34,Malaysia Airlines
2004,Sao Paulo,Tefe,Near Manaus,Brazil,-3.1190275,-60.0217314,33,Rico Linhas Aereas
1992,Migalovo AB,Yerevan,Near Tver,Russia,56.8587214,35.9175965,33,Military - Russian Air Force
1996,Texel,Amsterdam,Waddenzee,Netherlands,53.5786884,6.9495078,32,Dutch Dakota Association
2008,"Aman, Jordan","Damascus, Syria",Khartoum,Sudan,15.5006544,32.5598994,32,Sudan Airways
1992,Semarang,Bandung,Near Garut,Jawa,-7.1616667,107.7747222,31,Merpati Nusantara Airlines
1994,Jananjui,Tocache,Near Carpish,Peru,-9.7,-76.15,31,Expresso AÃ©reo
2005,Ferrying troops,,Rutbah,Iraq,32.5597614,41.9196471,31,Military - U.S. Marines
1993,Faisabad,Daraim,Near Daraim,Afghanistan,33.93911,67.709953,30,Military - Afghan Republican Air Force
2001,Tehran,Gorgan,Near Sari,Iran,36.5658729,53.0586328,30,Faraz Qeshm Airlines
1997,Bangdung,Jakarta,Bandung,Indonesia,-6.9174639,107.6191228,30,Sempati Air
1993,Lusaka,Libreville,Off Libreville,Gambia,0.4161976,9.4672676,30,Military - Zambian Air Force
1989,Hargeisa,Mogadishu,Near Borana,Somalia,9.9360092,43.184402,30,Somali Airlines
1992,Ho Chi Minh City,Nha Trang,Near Nha Trang,Vietnam,12.2387911,109.1967488,30,Vietnam Airlines
1992,Dakar,Yoff,Near Kafountine,Senegal,12.9283363,-16.7411559,30,Gambcrest
1997,Cincinnati,Detroit,Near Monroe,Michigan,41.9164343,-83.3977101,29,Comair
1994,Aldergrove AB,Fort George,Near Campbeltown,Scotland,55.424117,-5.605374,29,Military - Royal Air Force
1990,M'bala,Likouala,Near Ngwerere,Zambia,-15.30803,28.325121,29,Military - Zambian Air Force
2006,Bandar Abbas,Mashad,Mahad,Iran,36.2604623,59.6167549,29,Iran Air Tours
1993,Manila,Naga,Near Naga,Philippines,13.6217753,123.1948238,29,Military - Philippine Air Force
1992,Nakhichevan,Rostov,Near Nakhichevan,Azerbaijan,39.2057079,45.4490982,29,Military - Russian Air Force
1999,Managua,Bluefields,Bluefields,Nicaragua,12.0111402,-83.7703693,28,Fuerza AÃ©rea Nicaragua
1998,Erdenet,Moron,Near Erdenet,Mongolia,49.054082,104.0716533,28,MIAT - Mongolian Airlines
1990,Pointe,Noire,Near Kinkala,Congo,-4.3601087,14.7608448,28,Military - Congolese Air Force
1994,Tabubil,Selbang,Papua,New Guinea,-6.314993,143.95555,28,Missionary Aviation Fellowship
1994,Krasnoyarsk,Tura,Near Vanavera,Russia,60.3394104,102.2965425,28,Cheremshanka Airlines
2005,Ufa,Usinsk,Varandey,Russia,68.824444,58.068889,28,Regional Airlines
1992,New York City,Cleveland,La Guardia Airport,New York,40.7769271,-73.8739659,27,USAir
1991,Frankfurt,Frankfurt,Heidelberg,Germany,49.3987524,8.6724335,27,ClassiWings
2005,Goma,Kindu,Walungu,Congo,-0.228021,15.827659,27,Charter - Maniema Union (owner Victoria Air)
1997,Bunia,Kisangani,Near Irumu,Congo,-0.228021,15.827659,27,Bazair
2001,Khatanga,Moscow,Kalyazin,Russia,57.2365343,37.8401303,27,Charter - IRS Aero
1993,Sochi,Sukhumi,Sukhumi,Georgia,43.0015252,41.0234153,27,Transair Georgia Airlines
2000,Kinshasa,Tshikapa,Near Tshikapa,Congo,-4.3340606,15.3127607,27,Staer Air
1990,Tyumen,Ufa,Near Pervouralsk,Russia,56.8999158,59.9521128,27,Aeroflot
1989,Rangoon,Kentung,Rangoon,Myanmar,16.8660694,96.195132,26,Burma Airways
2002,Quito,Lago Agrio,Near La Bonita,Ecuador,0.462315,-77.504356,26,PetroproducciÃ³n
2004,"Jakarta, Indonesia","Solo, Indonesia",Solo,Indonesia,-7.5754887,110.8243272,26,Lion Air
1998,Vientiane,Xiang Khoang,Near Longtiang,Laos,19.1109553,102.9219684,26,Military - Lao People's Liberation Army Air Force
2002,"N'Djamena, Chad","Brazzaville, Congo",Bangui,Central African Republic,4.3946735,18.5581899,25,Prestige Airlines (Cargo) Charter
1991,Denver,Colorado Springs,Near Colorado Springs,Colorado,38.8338816,-104.8213634,25,United Air Lines
1997,Tambacounda,Dakar,Tambacoumba,Senegal,13.7725888,-13.6710059,25,Air Senegal
2000,Bajhang,Dhangadhi,Jodhura,Nepal,28.394857,84.124008,25,Royal Nepal Airlines
1989,Ul'yanovsk,Leninakan,Leninakan,Russia,47.3074269,39.6434982,25,Aeroflot
2004,La Orchila Air Base,Maracay,Near Maracay,Venezuela,10.2441931,-67.6066164,25,Military - Venezuelan Air Force
1990,Caracas,Puerto Ayancucho,Near Caracas,Venezuela,10.4805937,-66.9036063,25,Military - Venezuelan Navy
2001,Canaina,Ciudad Bolivar,Ciudad Bolivar,Venezuela,8.0882791,-63.5535552,24,Rutaca Airlines
1995,Anchorage,Elmendorf AFB,Anchorage,Alaska,61.2180556,-149.9002778,24,Military - U.S. Air Force
2004,Freetown,Kailahun,Near Yengema,Sierra Leone,8.6156269,-11.0428931,24,United Nations - UTair Charter
2000,"Pepa, Congo","Kigali, Rwanda",Pepa,Congo,-0.228021,15.827659,24,Military - Centrafricain Airlines
2009,Coari,Manus,Manacapuru,Brazil,-3.2897156,-60.6318987,24,Aerotaxi Manaus
1992,Tbilisi,Mineralnye Vody,Tbilisi,Georgia,41.7151377,44.827096,24,Georgian Air
1999,Rome,Pristina,Near Pristina,Kosovo,42.6629138,21.1655028,24,Si Fly - U.N. charter
2008,Wau,Rumbek,Near Rumbek,Sudan,6.8070351,29.6754476,24,Southern Sudan Air Connection
1989,Guayaramerin,Santa Cruz,Near Guayaramerin,Bolivia,-10.8237579,-65.3688335,24,Military - Bolivian Air Force
1989,Dryden,Winnipeg,Dryden,Ontario,49.7800938,-92.8369592,24,Air Ontario
2001,Berlin,Zurich,Birchwil,Switzerland,47.45826,8.6372,24,Crossair
2009,Militiary training,,Bandung,Indonesia,-6.9174639,107.6191228,24,Military - Indonesian Air Force
2005,"Baku, Azerbaijan","Aktau, Kazakhstan",Nardaran,Azerbaijan,40.5738701,49.9881435,23,Azerbaijan Airlines
